_init_proc                                   .init       0000000000402848 00000080 00000010 00000000 R . . . . . .
whereShortCut                                .text       000000000050AB8C 00000420 00000050 00000004 R . . . . . .
exprNodeIsDeterministic                      .text       000000000050AFAC 0000006C 00000004 00000008 R . . . . . .
exprIsDeterministic                          .text       000000000050B018 000000C8 00000038 00000000 R . . . . . .
sqlite3WhereBegin                            .text       000000000050B0E0 000013E4 00000120 0000001C R . . . . . .
sqlite3WhereEnd                              .text       000000000050C4C4 000009C4 00000088 00000004 R . . . . . .
row_numberStepFunc                           .text       000000000050CE88 0000008C 0000000C 0000000C R . . . . . .
row_numberValueFunc                          .text       000000000050CF14 00000080 0000000C 00000004 R . . . . . .
dense_rankStepFunc                           .text       000000000050CF94 0000006C 0000000C 0000000C R . . . . . .
dense_rankValueFunc                          .text       000000000050D000 000000D4 0000000C 00000004 R . . . . . .
rankStepFunc                                 .text       000000000050D0D4 000000C0 0000000C 0000000C R . . . . . .
rankValueFunc                                .text       000000000050D194 00000084 0000000C 00000004 R . . . . . .
percent_rankStepFunc                         .text       000000000050D218 000000FC 0000000C 0000000C R . . . . . .
percent_rankValueFunc                        .text       000000000050D314 00000170 00000028 00000004 R . . . . . .
cume_distStepFunc                            .text       000000000050D484 000000C8 0000000C 0000000C R . . . . . .
cume_distValueFunc                           .text       000000000050D54C 000000F8 00000028 00000004 R . . . . . .
ntileStepFunc                                .text       000000000050D644 00000128 0000000C 0000000C R . . . . . .
ntileValueFunc                               .text       000000000050D76C 00000394 00000050 00000004 R . . . . . .
last_valueStepFunc                           .text       000000000050DB00 000000C4 0000000C 0000000C R . . . . . .
last_valueInvFunc                            .text       000000000050DBC4 00000098 0000000C 0000000C R . . . . . .
last_valueValueFunc                          .text       000000000050DC5C 00000078 0000000C 00000004 R . . . . . .
last_valueFinalizeFunc                       .text       000000000050DCD4 00000094 0000000C 00000004 R . . . . . .
noopStepFunc                                 .text       000000000050DD68 00000030 00000004 0000000C R . . . . . .
noopValueFunc                                .text       000000000050DD98 00000028 00000004 00000004 R . . . . . .
sqlite3WindowFunctions                       .text       000000000050DDC0 00000040 00000008 00000000 R . . . . . .
sqlite3WindowUpdate                          .text       000000000050DE00 000003A4 00000010 00000010 R . . . . . .
selectWindowRewriteExprCb                    .text       000000000050E1A4 000002E8 00000028 00000008 R . . . . . .
selectWindowRewriteSelectCb                  .text       000000000050E48C 00000090 00000010 00000008 R . . . . . .
selectWindowRewriteEList                     .text       000000000050E51C 00000130 00000058 00000014 R . . . . . .
exprListAppendList                           .text       000000000050E64C 0000013C 00000014 0000000C R . . . . . .
sqlite3WindowRewrite                         .text       000000000050E788 000005C0 00000068 00000000 R . . . . . .
sqlite3WindowDelete                          .text       000000000050ED48 000000E0 00000008 00000008 R . . . . . .
sqlite3WindowListDelete                      .text       000000000050EE28 0000006C 0000000C 00000008 R . . . . . .
sqlite3WindowOffsetExpr                      .text       000000000050EE94 00000084 00000008 00000008 R . . . . . .
sqlite3WindowAlloc                           .text       000000000050EF18 000001C4 0000000C 00000018 R . . . . . .
sqlite3WindowAttach                          .text       000000000050F0DC 000000C8 00000008 0000000C R . . . . . .
sqlite3WindowCompare                         .text       000000000050F1A4 0000018C 00000008 0000000C R . . . . . .
sqlite3WindowCodeInit                        .text       000000000050F330 00000394 00000030 00000008 R . . . . . .
windowCheckIntValue                          .text       000000000050F6C4 0000013C 00000028 0000000C R . . . . . .
windowArgCount                               .text       000000000050F800 00000054 0000000C 00000004 R . . . . . .
windowAggStep                                .text       000000000050F854 00000530 00000048 00000018 R . . . . . .
windowAggFinal                               .text       000000000050FD84 00000268 00000028 0000000C R . . . . . .
windowPartitionCache                         .text       000000000050FFEC 000002E8 00000050 00000018 R . . . . . .
windowReturnOneRow                           .text       00000000005102D4 000004B8 00000050 00000010 R . . . . . .
windowReturnRows                             .text       000000000051078C 00000138 00000020 0000001C R . . . . . .
windowInitAccum                              .text       00000000005108C4 000001D8 0000001C 00000008 R . . . . . .
windowCodeRowExprStep                        .text       0000000000510A9C 00000958 00000078 00000014 R . . . . . .
windowCodeCacheStep                          .text       00000000005113F4 000006E4 00000098 00000014 R . . . . . .
windowCodeDefaultStep                        .text       0000000000511AD8 00000640 00000070 00000014 R . . . . . .
sqlite3WindowDup                             .text       0000000000512118 00000194 0000000C 0000000C R . . . . . .
sqlite3WindowListDup                         .text       00000000005122AC 000000F4 00000028 00000000 R . . . . . .
sqlite3WindowCodeStep                        .text       00000000005123A0 00000208 00000028 00000014 R . . . . . .
disableLookaside                             .text       00000000005125A8 00000054 00000004 00000004 R . . . . . .
parserDoubleLinkSelect                       .text       00000000005125FC 00000100 00000018 00000008 R . . . . . .
tokenExpr                                    .text       00000000005126FC 0000020C 00000018 00000010 R . . . . . .
binaryToUnaryIfNull                          .text       0000000000512908 000000B8 0000000C 00000010 R . . . . . .
parserAddExprIdListTerm                      .text       00000000005129C0 000000C8 0000000C 00000014 R . . . . . .
sqlite3ParserInit                            .text       0000000000512A88 00000070 0000000C 00000008 R . . . . . .
yy_destructor                                .text       0000000000512AF8 00000234 0000000C 0000000C R . . . . . .
yy_pop_parser_stack                          .text       0000000000512D2C 00000070 0000000C 00000004 R . . . . . .
sqlite3ParserFinalize                        .text       0000000000512D9C 00000068 0000000C 00000004 R . . . . . .
yy_find_shift_action                         .text       0000000000512E04 000001A0 00000012 00000006 R . . . . . .
yy_find_reduce_action                        .text       0000000000512FA4 00000074 0000000C 00000006 R . . . . . .
yyStackOverflow                              .text       0000000000513018 0000008C 0000000C 00000004 R . . . . . .
yy_shift                                     .text       00000000005130A4 000000EC 0000000C 00000014 R . . . . . .
yy_reduce                                    .text       0000000000513190 0000507C 00000100 00000018 R . . . . . .
yy_syntax_error                              .text       000000000051820C 0000009C 0000000C 00000010 R . . . . . .
yy_accept                                    .text       00000000005182A8 00000040 0000000C 00000004 R . . . . . .
sqlite3Parser                                .text       00000000005182E8 0000020C 00000038 00000010 R . . . . . .
sqlite3ParserFallback                        .text       00000000005184F4 00000058 00000004 00000004 R . . . . . .
keywordCode                                  .text       000000000051854C 00000228 00000014 0000000C R . . . . . .
sqlite3KeywordCode                           .text       0000000000518774 00000094 00000020 00000008 R . . . . . .
sqlite3_keyword_name                         .text       0000000000518808 000000A8 00000004 0000000C R . . . . . .
sqlite3_keyword_count                        .text       00000000005188B0 00000024 00000004 00000000 R . . . . . .
sqlite3_keyword_check                        .text       00000000005188D4 0000004C 00000008 00000008 R . . . . . .
sqlite3IsIdChar                              .text       0000000000518920 00000048 00000004 00000001 R . . . . . .
getToken                                     .text       0000000000518968 00000138 00000028 00000000 R . . . . . .
analyzeWindowKeyword                         .text       0000000000518AA0 00000088 0000000C 00000004 R . . . . . .
analyzeOverKeyword                           .text       0000000000518B28 00000080 0000000C 00000008 R . . . . . .
analyzeFilterKeyword                         .text       0000000000518BA8 0000006C 00000008 00000008 R . . . . . .
sqlite3GetToken                              .text       0000000000518C14 00000E78 00000018 00000008 R . . . . . .
sqlite3RunParser                             .text       0000000000519A8C 00000614 00000508 00000000 R . . . . . .
